exp,gt_idx,type,algo,eps_s,pred_dh,true_dh,abs_err,accepted,reject_reason,n_ride_samples
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,15,up,zupt,0.25,20.518338610067328,18.0,2.518338610067328,True,,1334
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,15,up,trapezoid,0.25,20.743602170688302,18.0,2.743602170688302,True,,1334
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,15,up,zupt,0.5,21.20770510643446,18.0,3.20770510643446,True,,1359
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,15,up,trapezoid,0.5,21.381826379648654,18.0,3.381826379648654,True,,1359
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,15,up,zupt,0.75,22.54722798063248,18.0,4.547227980632481,True,,1384
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,15,up,trapezoid,0.75,22.238316042731274,18.0,4.238316042731274,True,,1384
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,15,up,zupt,1.0,22.90460871961015,18.0,4.904608719610149,True,,1409
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,15,up,trapezoid,1.0,23.285336839330444,18.0,5.285336839330444,True,,1409
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,15,up,zupt,1.25,22.18716581017409,18.0,4.18716581017409,True,,1434
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,15,up,trapezoid,1.25,22.527193848560444,18.0,4.527193848560444,True,,1434
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,15,up,zupt,1.5,22.337219372791115,18.0,4.337219372791115,True,,1459
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,15,up,trapezoid,1.5,22.86486450832267,18.0,4.864864508322668,True,,1459
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,15,up,zupt,2.0,25.450442703838398,18.0,7.450442703838398,True,,1509
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,15,up,trapezoid,2.0,25.125630707458996,18.0,7.1256307074589955,True,,1509
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,15,up,zupt,2.5,25.512626979429797,18.0,7.512626979429797,False,ride_drift_15deg,1559
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,15,up,trapezoid,2.5,25.28495949168663,18.0,7.284959491686632,True,,1559
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,15,up,zupt,3.0,26.562529779936202,18.0,8.562529779936202,False,ride_drift_16deg,1609
