exp,gt_idx,status,type,t_start_s,t_end_s,pred_idxs,pos_r2,pos_A,neg_r2,neg_A,pair_joint_r2,pair_A_abs,pair_heatmap_energy,pair_gap_s,pair_W,pair_frac_flat,pair_reject_flags
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,15,missed,down,1328.502,1339.66,,0.95138449051377,0.6545776394336859,0.9594817040851331,-0.6849244975119885,0.9549420465746392,0.669751068472837,0.615400855294522,3.7129999999999654,0.3931034482758621,0.8,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,16,clean,down,1348.61,1362.238,16,0.9553041404237989,0.48204467898981884,0.955644135367828,-0.47582065476435925,0.9554337911441646,0.478932666877089,0.6794218780883051,3.6749999999999545,0.3931034482758621,0.8,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,17,clean,down,1369.117,1386.168,17,0.956044743819622,0.4151133874258284,0.9492101240262435,-0.42563301187266833,0.9524782106778542,0.42037319964924835,0.5004165655752493,7.629999999999882,0.3931034482758621,0.8,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,18,clean,down,1393.008,1412.408,18,0.8631320185011235,1.4235781916157,0.5735884645268506,-0.8865331485404591,,,,,,,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,19,missed,up,1420.402,1433.67,,0.5988742231721482,0.6017884906007851,0.9033027271647791,-1.3327038889196043,0.6066938693444375,0.9672461897601948,0.03590630981661303,0.4170000000001437,0.3,0.0,joint R²=0.61 < 0.90;heatmap energy=0.036 < 0.400
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,20,missed,up,1440.947,1454.176,,,,,,,,,,,,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,21,missed,up,1461.293,1472.61,,,,,,,,,,,,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,22,missed,up,1480.007,1498.769,,,,,,,,,,,,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,23,clean,up,1506.406,1519.595,19,0.9560783358426794,0.6431459217458497,0.9570182270568368,-0.6291286303562812,0.9564321268877396,0.6361372760510655,0.5297119202894482,3.7549999999998818,0.3931034482758621,0.8,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,24,missed,up,1528.067,1539.145,,,,,,,,,,,,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,25,missed,down,1548.175,1568.492,,,,,,,,,,,,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,26,missed,down,1577.362,1600.147,,,,,,,,,,,,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,27,missed,up,1607.464,1640.879,,,,,,,,,,,,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,28,missed,down,1650.386,1684.159,,,,,,,,,,,,
eyalyakir_milleniumHotel_SamsungSM-A235F_15-04-2026_exp1,0,missed,down,991.72,1003.078,,0.9842389387260858,2.104551284988644,0.937779962453363,-1.0156703739414015,0.7416266503102208,1.5111085064151086,0.11643330701159837,1.0930000000000746,0.3,0.6928571428571428,joint R²=0.74 < 0.90;heatmap energy=0.116 < 0.400
eyalyakir_milleniumHotel_SamsungSM-A235F_15-04-2026_exp1,1,missed,down,1008.525,1019.167,,0.9711101701983578,0.580908901630405,0.8189512018991496,-0.5138178594403713,,,,,,,
eyalyakir_milleniumHotel_SamsungSM-A235F_15-04-2026_exp1,2,missed,down,1024.573,1037.445,,0.951919152011498,0.18604956378044707,0.9506182504892422,-0.19475045815547,0.9507712724819086,0.19040001096795853,0.7667630620127348,3.0329999999999018,0.3931034482758621,0.8,pair |A|=0.19 < 0.22
eyalyakir_milleniumHotel_SamsungSM-A235F_15-04-2026_exp1,3,missed,down,1042.772,1059.386,,0.9552678845651534,0.15526252282990388,0.9505278139178075,-0.1548992619337832,0.9528965421535214,0.15508089238184353,0.6400712148885471,8.269999999999982,0.3931034482758621,0.8,pair |A|=0.16 < 0.22
eyalyakir_milleniumHotel_SamsungSM-A235F_15-04-2026_exp1,4,missed,down,1064.674,1075.394,,0.9564116909014612,0.20060503947919497,0.982889326135,-0.19334479546417155,0.9558477641855221,0.1948327216800962,0.6629117134591271,2.8819999999998345,0.5793103448275863,0.8,pair |A|=0.19 < 0.22
eyalyakir_milleniumHotel_SamsungSM-A235F_15-04-2026_exp1,5,missed,down,1081.079,1093.313,,0.9531161071282279,0.1891960118298183,0.9546150529249195,-0.20804802751332646,0.9517029058924953,0.19862201967157236,0.7315183040804857,3.0510000000001583,0.3931034482758621,0.8,pair |A|=0.20 < 0.22
eyalyakir_milleniumHotel_SamsungSM-A235F_15-04-2026_exp1,6,missed,down,1098.52,1114.018,,0.9311617880225561,2.522998824344549,0.9851555715741415,-1.597080807809086,0.9306025117758212,2.0080372023900837,0.15295199930184106,0.8849999999999909,0.3931034482758621,0.05,heatmap energy=0.153 < 0.400
eyalyakir_milleniumHotel_SamsungSM-A235F_15-04-2026_exp1,7,missed,up,3062.958,3096.344,,0.933351624659169,2.702418085578144,0.3586001752857092,-0.7553046255061087,0.19971591153822632,1.2515719410904866,0.017989424430927818,0.5270000000000437,0.5793103448275863,0.0,joint R²=0.20 < 0.90;heatmap energy=0.018 < 0.400
eyalyakir_milleniumHotel_SamsungSM-A235F_15-04-2026_exp1,8,missed,up,3100.185,3115.959,,0.9719836788292333,0.1817274246257221,0.9677373704569938,-0.13904858500225722,0.9477594420050797,0.15935583299576825,0.5606669858663859,7.93100000000004,0.3931034482758621,0.8,pair |A|=0.16 < 0.22
eyalyakir_milleniumHotel_SamsungSM-A235F_15-04-2026_exp1,9,missed,up,3118.553,3134.462,,0.9552809901503057,0.16594498189183768,0.7076353635807302,-0.582927123691047,0.4583312151442683,0.15807988679112392,0.07114762222113906,10.023000000000138,0.4862068965517241,0.8,joint R²=0.46 < 0.90;pair |A|=0.16 < 0.22;heatmap energy=0.071 < 0.400
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1,0,missed,down,994.372,1005.73,,0.5315665408124197,0.5732274858218617,0.8816913484328324,-0.7299072452192699,,,,,,,
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1,1,missed,down,1011.177,1021.819,,0.9731959084976723,0.17324842078904867,0.9371699003891735,-0.15616905761474514,0.9519046333674374,0.17018598656863754,0.6679366174046942,2.9389999999999645,1.0448275862068965,0.10357142857142856,pair |A|=0.17 < 0.22
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1,2,missed,down,1027.225,1040.097,,0.9166377136460211,0.14425867540011159,0.9455115116104965,-0.10553896637128017,,,,,,,
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1,3,missed,down,1045.424,1062.038,,0.9550865940340966,0.07730845749530874,0.9375345075595921,-0.06918392329596759,,,,,,,
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1,4,missed,down,1067.326,1078.046,,0.9747796410297445,0.11175646354008492,0.9125754932035219,-0.10130796540984356,0.9206155960478807,0.0957187454381504,0.5411992758469594,3.2070000000001073,0.4862068965517241,0.8,pair |A|=0.10 < 0.22
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1,5,missed,down,1083.731,1095.965,,0.9297798490881447,0.10497405503371142,0.6465514974535779,-0.10916777177976932,,,,,,,
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1,6,missed,down,1101.172,1116.67,,0.7981219605678684,1.866265779273802,0.7562031913960644,-0.5270771555068238,0.25754267456209157,1.114454448414888,0.054451122514563806,2.0170000000000528,0.3,0.2642857142857143,joint R²=0.26 < 0.90;heatmap energy=0.054 < 0.400
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1,7,clean,up,3065.61,3098.996,1,0.792841534203558,1.233573991849832,0.42117591089836537,-0.781203131988076,0.5760273587186546,1.007388561918954,0.04376524106709364,0.46099999999978536,0.3,0.0,joint R²=0.58 < 0.90;heatmap energy=0.044 < 0.400
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1,8,clean,up,3102.837,3118.611,2,0.960885492616488,0.3560208015880045,0.9569861802955282,-0.32035775687345236,,,,,,,
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp1,9,clean,up,3121.205,3137.114,3,0.9926826092471674,0.4720302923841719,0.968030851002062,-0.3647529915647026,,,,,,,
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp2,0,clean,down,512.802,525.674,1,0.9507435046786581,0.7166567309491482,0.9587450524280973,-0.7040614783283301,0.9529427268029329,0.7068931452608874,0.7848083795635826,3.36200000000008,0.4862068965517241,0.8,
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp2,1,clean,down,531.121,556.417,2,0.9568545194342902,0.6037245726980675,0.9494208825971948,-0.5781460092150496,0.9526907034701891,0.5909352909565585,0.6522570130979872,16.711000000000013,0.3931034482758621,0.8,
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp2,2,clean,down,561.386,577.442,3,0.9554808168006453,0.613864657557076,0.9511006443052972,-0.5870583085248536,0.9528150941396167,0.6004614830409649,0.6821612105638961,6.81899999999996,0.3931034482758621,0.8,
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp2,3,clean,down,582.571,601.216,4,0.9560032986466771,0.594441950841794,0.9517500351820418,-0.5842368156935761,0.9538051481947929,0.5893393832676851,0.6533705479389393,10.31499999999994,0.3931034482758621,0.8,
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp2,4,clean,up,808.967,827.806,5,0.9555384990355152,0.600740540030563,0.9537094125347644,-0.5980968435824576,0.9546193134182698,0.5994186918065103,0.6597039418258853,7.394999999999982,0.3931034482758621,0.8,
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp2,5,clean,up,829.403,841.512,6,0.9874116522083272,0.7742788847231156,0.9546140646760772,-0.7816040930918465,0.9693435267205905,0.762423051142366,0.6878891473854831,2.822999999999979,1.324137931034483,0.2642857142857143,
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp2,6,clean,up,844.446,857.196,7,0.9531518380164746,0.7583892510658216,0.953945392780973,-0.7498484166845305,0.9535180346789502,0.754118833875176,0.7300781717534802,2.7469999999999573,0.3931034482758621,0.8,
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp2,7,clean,up,862.721,876.109,8,0.9519830715081364,0.7836843439749535,0.950873874015919,-0.7735520124586643,0.9513881882857973,0.7786181782168089,0.6827807713168157,2.477999999999952,0.3931034482758621,0.8,
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp2,8,clean,up,877.949,892.961,9,0.9513536997483323,0.6060458805229667,0.9456058578296471,-0.6042249767504081,0.948477631769901,0.6051354286366873,0.7752388321481914,4.591000000000008,0.3931034482758621,0.8,
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp2,9,clean,up,915.702,929.023,11,0.9558522232518263,0.7446477280042482,0.9551818901643196,-0.7725075147796774,0.9551945201596999,0.7585776213919627,0.6461656014576893,2.592999999999961,0.3931034482758621,0.8,
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp2,10,clean,up,930.291,949.2,12,0.9543959471999229,0.5969921749519199,0.9516636686347986,-0.5811041486671575,0.9528563856081438,0.5890481618095388,0.7292060722058502,5.801000000000045,0.3931034482758621,0.8,
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp2,11,clean,down,955.021,987.561,13,0.9469507656647833,0.5839126323996129,0.9575690985811969,-1.0164427435026084,,,,,,,
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp2,12,clean,up,1088.178,1104.315,14,0.9537388620613793,0.9411610403984912,0.9531121864384976,-0.9465059924112853,0.9534178800001779,0.9438335164048882,0.7046660705260647,3.05399999999986,0.3931034482758621,0.8,
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp2,13,clean,up,1112.866,1142.661,15,0.9548718762385551,0.747920870297984,0.9563785091315271,-0.7659722292456209,0.9554892693388338,0.7569465497718024,0.6316320565264506,20.89799999999991,0.3931034482758621,0.8,
