exp,kind,gt_idx,type,duration_s,true_dh,status,oracle_pred_dh,oracle_ci,oracle_accepted
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,15,down,11.157999999999902,-3.740000000000002,missed,-4.4604566376863275,1.3932198153695206,False
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,16,down,13.627999999999929,-11.22,missed,34.731435453324195,23.93788111071993,False
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,17,down,17.05100000000016,-14.96,missed,-13.999577160606187,1.4580052158251522,True
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,18,down,19.40000000000009,-19.7414,gt_merged,-283.47494617481374,40.0,False
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,19,up,13.268000000000029,7.48,gt_merged,0.10516539380473633,0.7555687478398343,False
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,20,up,13.229000000000042,7.48,clean,7.612380793640539,1.1607221694913896,True
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,21,up,11.317000000000007,3.7399999999999984,clean,3.7315861066315548,0.7878338818614049,True
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,22,up,18.761999999999944,18.7,clean,18.740829769666057,1.7064763458485324,True
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,23,up,13.18899999999985,7.740000000000002,clean,7.608713046483013,1.1607946590668834,True
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,24,up,11.077999999999975,3.75,clean,4.176808762854641,0.8343964403342415,True
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,25,down,20.31699999999978,-22.71,clean,-22.682518566940367,2.0408596483940307,True
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,26,down,22.785000000000082,-26.18,clean,-26.866372086037742,2.4215927201181824,True
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,27,up,33.414999999999964,48.89,clean,51.210133926114,4.59366000238085,True
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,28,down,33.77300000000014,-48.89,clean,-52.17723403515015,5.055809961568257,False
