time_s,ax_ms2,ay_ms2,az_ms2
48.688,0.014356935,7.382456,6.4797635
48.708,-0.033499517,7.368099,6.524031
48.728,-0.02871387,7.388438,6.406184
48.748,-0.03589234,7.3621173,6.24766
48.768,-0.10468599,7.420143,6.129813
48.788,-0.23629123,7.4602227,6.1292152
48.808,-0.31405798,7.460821,6.314659
48.828,-0.2620141,7.3860455,6.513263
48.848,-0.111864455,7.3381886,6.5198436
48.868,0.030508488,7.3417783,6.348757
48.888,0.07597212,7.3375907,6.198009
48.908,0.00059820566,7.3046894,6.198607
48.928,-0.061615184,7.312466,6.253642
48.948,-0.09571291,7.3106713,6.390033
48.968,-0.011964113,7.331609,6.472585
48.988,0.084346995,7.3495545,6.3439713
49.008,0.06999006,7.413563,6.2961144
49.028,-0.043070808,7.408179,6.300302
49.048,-0.15254244,7.4273214,6.363712
49.068,-0.22372891,7.457232,6.398408
49.088,-0.20638095,7.478169,6.367301
49.108,-0.19262223,7.4805617,6.348757
49.128,-0.17527425,7.461419,6.318846
49.148,-0.16869399,7.4380894,6.296713
49.168,-0.17288144,7.3782687,6.2979093
49.188,-0.15074782,7.335796,6.3864436
49.208,-0.124426775,7.2975106,6.364908
49.228,-0.11485548,7.3082786,6.2398834
49.248,-0.16749759,7.307082,6.157331
49.268,-0.17108682,7.3292155,6.2081785
49.288,-0.16091733,7.3142605,6.2668023
49.308,-0.12143575,7.3172517,6.302097
49.328,-0.064008005,7.3106713,6.2925253
49.348,-0.04366901,7.320841,6.302695
49.368,-0.05742774,7.342376,6.303891
49.388,-0.086141616,7.391429,6.2111692
49.408,-0.12323037,7.414759,6.268597
49.428,-0.17288144,7.4141607,6.5437717
49.448,-0.1902294,7.4183483,6.576673
49.468,-0.21954148,7.466803,6.393622
49.488,-0.27098715,7.47458,6.282954
49.508,-0.33200413,7.436893,6.3128643
49.528,-0.31046873,7.3836527,6.2787666
49.548,-0.23150559,7.350751,6.170491
49.568,-0.17288144,7.300502,6.1770716
49.588,-0.09571291,7.288538,6.233901
49.608,-0.08255238,7.259824,6.2051873
49.628,-0.09332009,7.299904,6.2518473
49.648,-0.16271193,7.2903323,6.381658
49.668,-0.15014961,7.3160553,6.426523
49.689,-0.14177474,7.359126,6.4145594
49.709,-0.17766708,7.3956165,6.401997
49.729,-0.21535404,7.376474,6.2733827
49.749,-0.253041,7.38784,6.150152
49.769,-0.29312077,7.379465,6.079564
49.789,-0.29192436,7.3663044,6.133403
49.809,-0.2440679,7.3459654,6.305686
